리뷰자,type1,type2,type3,type4,랭킹
SnIwWmQ4SWtPN1YrSUtyQnppbkxXdz09,복합성,여름쿨톤,각질,다크서클,0
a1BtTmVlR1RGNHI5Z0lyNk5pZitudz09,-,-,,,0
U0lYVUdGMlNzOTF3NnVTdnhKK1ZuQT09,지성,봄웜톤,모공,미백,1972
M0hCU3ZkWDJvOU5ZZEIvZ0dCM2N3Zz09,복합성,여름쿨톤,모공,민감성,0
STYzVDBiUUJHK1hlRkY4NU95VVNhdz09,복합성,웜톤,모공,미백,0
TU02b3V1VVQxL3hjcE10NTZ5VTZIZz09,-,-,,,1703
YjNjNi9EY3Rva0Q0K1VoSytEL3I0Zz09,건성,-,주름,,0
eUtXTXN1Ti9PZHhJSytNL1R5MlBKQT09,-,-,,,0
WS80QnBQclNyaTJYanM4ZjZzemRLZz09,-,-,,,0
cndlS2JTSGhtZExQbjlTeW9WNVRKdz09,건성,쿨톤,블랙헤드,홍조,1792
REMwTGp3eEIwbHMzcHJBVzdRaExqZz09,-,-,,,0
bzdkcUpUUUIwTUwyN3l0b3daeTY5UT09,-,-,,,0
KysyemJVa3ExNW5MYWl3WnkvRjRLQT09,복합성,쿨톤,민감성,주름,0
dWs0OVo5T3gzdlRvbzY3S2phTkdHQT09,건성,가을웜톤,각질,미백,0
TzYyeE45WXUzcHEyTHJYWXN2aEM0dz09,건성,쿨톤,미백,잡티,286
WTN2TlBDSWJ6ek5uVE15cDE0MHVkZz09,복합성,쿨톤,각질,다크서클,0
TDdWMGNsSjNCRmJnQmxjMnJTY0R6dz09,민감성,여름쿨톤,각질,모공,0
RVB6cllSQng1S2tsZGJtaExCV1F2QT09,-,-,,,0
L3VRVWk2amNBV3luRGwzVnFZTkxSdz09,-,-,,,0
aW9KSWtFY2ZjNWhNc2JlMC9WK2tsdz09,-,-,,,0
NXBXNzVETEpYNzJvNmswdGJrcWc4dz09,-,-,,,0
b2VZOGpHTXQ2bytwQXZvaFd1TzVqZz09,-,-,,,0
QUdVUSsxMEpQOWtkOXlMd1FyTEY1Zz09,-,-,,,0
TUFmK3BQWkpJK1BFZmNFdFVnRTQwUT09,-,-,,,0
SC8xZnYxcWRhdVkrY3hkbkZQNnFldz09,-,-,,,0
Q0tjT2JpcWJ1TFE1dFF4MXkzdWxRZz09,지성,-,,,0
WUVtVWdpQkhJVlBhR0hMZUVDbjN1dz09,지성,쿨톤,민감성,잡티,0
L3pZNUgrOXI2WUNwVlZHMFphcmx0Zz09,민감성,쿨톤,모공,블랙헤드,0
OFF1NEZ1MzZxajg2ZFJzRmRRbHNmQT09,복합성,봄웜톤,각질,민감성,0
NzVoOE1lYmZQY3ZEUzJkUzZqUmQyUT09,지성,여름쿨톤,각질,민감성,0
NkQ5cmp6WEJETSs0L0x0cHJUT3FKZz09,복합성,쿨톤,잡티,트러블,0
Qm1heUkwNEZXMFF5K2JHV09PZUxLQT09,복합성,여름쿨톤,각질,모공,0
Skp4dlVMY0o1ckw0NmFlMlJsWmhFZz09,지성,-,,,0
czFGVXp4aHV2NGFSYld5eWw0U0tEUT09,건성,-,,,0
OXhaeEJVRE5jZVZpU0V1UFZQZ1hWZz09,민감성,-,,,0
UTNKbVNHUDhPeEk5RzhQSUpiNFpqdz09,-,-,,,0
OWJSYThmQThraEtmS2FndjNSd250dz09,-,-,,,0
YVU3TmVIbTRIQ2FNZGdrYjNYcmZEQT09,지성,봄웜톤,민감성,트러블,1529
NzZ6SXlPdjRnVWZSVXpFYlRjVWpYQT09,복합성,쿨톤,모공,블랙헤드,0
ZmEvY2dndlo1VncrcDc5UTVybnJpUT09,-,-,,,0
ZklsV3hMd1ZCcGg1YmdCMWZza01oUT09,-,-,,,0
SmgwM3Y0SGpzNkEwakZCUWg3bEZOZz09,-,-,,,0
K3ZXU2JOUUtJdjh4UW9aV0lTaVJpdz09,-,-,,,0
OWNtZm80bWpyL3hMQ2hVTDJrSytvZz09,-,-,,,0
R2pKTXdnbEZZRVkwV1dwRFJPZ29qUT09,-,-,,,0
cGprZytkLzBIb1phTWRPUnd0VVRkdz09,-,-,,,0
TytCWXVyMDVVVWplR3VaK2tKRVRzdz09,-,-,,,0
SE5YVjlySFBUSjZWd0QzMWJlQXBOZz09,-,-,,,0
RVlnZldvQ1hBb0NxdTVlYU5TaEhvdz09,-,-,,,0
RlVOWkNCdDFrYUdmMHRuNDEwbnNTUT09,-,-,,,0
THlnODA4YTdPcXFpdDJURVRoM2hwZz09,-,-,,,0
WjNIbE1aeXlHMTVUZmNaOWRLaEI3QT09,-,-,,,0
T2RJVWM4cTg4V2x6WXpuenZacklGQT09,-,-,,,0
Y2NOUlAvSUxSdzlxY1JYdThteXd6QT09,복합성,여름쿨톤,모공,미백,245
VkdQcjBBb1NGUHEzSDVDRkhVQXJzZz09,건성,쿨톤,각질,미백,2315
di9rSkhlKzZEb3M3V3NDdE1JRHdIQT09,지성,봄웜톤,각질,다크서클,442
OFhndjZyUmhvYkt4SDZ5ZmtXUURLZz09,건성,웜톤,모공,미백,136
c1FRMEZTMzJvSmEzWmUwQXBVTjBEZz09,건성,쿨톤,주름,탄력,401
Z2wzWTI2QmV2TkRyckh5bjFyc2FCdz09,복합성,여름쿨톤,각질,다크서클,0
VS9lT2daQklhbWE0WUdSQy9zeVNUdz09,지성,봄웜톤,민감성,,1167
dDNRbXFGYnc5TE00UHowekhEOE0vUT09,복합성,웜톤,각질,다크서클,1845
L2dEOHdvamNJWTFFdEtNdDZnRGpHdz09,복합성,-,블랙헤드,,0
MXpKc0lxK3NqdDlVVytVQmhUeXhiZz09,복합성,웜톤,모공,민감성,0
MmV3NFYrcC9OTWREYi82ek1ucGM0dz09,복합성,웜톤,각질,다크서클,2147
eE15OEp2MmNZeldjWWlOS2k0NWVqZz09,복합성,웜톤,모공,미백,0
bXE1alEreTlhZzQ1dU5LZC9LUE9UUT09,복합성,봄웜톤,각질,모공,709
WFJrTHhPYXB6WFdYQzJvRGhUdkRHQT09,지성,쿨톤,각질,모공,76
WjFFUUdmK01xTTErL3BUTzZ5ZUp0dz09,건성,웜톤,모공,블랙헤드,0
dTI0V1NsbWpkdFJKVEtSaUowVklXZz09,건성,봄웜톤,모공,미백,1066
dFNRcUtrTnlXdWRKMU9ITWs0eU8wQT09,복합성,봄웜톤,모공,민감성,658
RlB2ZnZOOS9sRTZTL2N4NUdGeEpDZz09,건성,웜톤,각질,모공,1602
ZWFGNDJORVlVUGhQZGlaZzBla3BFQT09,-,-,,,0
NzY2T2d5bmlDVnViQjNLWnlnaytGUT09,건성,가을웜톤,미백,잡티,0
WEQ3VkZwNzBhYk83M0R5WmFtS292Zz09,민감성,가을웜톤,모공,민감성,0
Mlh2OHNYbklqYUx4aE52VXZxS3psdz09,민감성,여름쿨톤,각질,민감성,0
SnFaVHEweldJdUdnVllNRUx2QXZQUT09,-,-,,,749
VEpPeHErTjBjcGxmLzhabzQvU3VBdz09,건성,웜톤,민감성,,1258
S0hibndRK3lDZTA1MXJ5a0FnYTZTQT09,-,-,,,0
Q0xtVytkR2RmZ205cCtFSHV2SE9Ndz09,복합성,웜톤,다크서클,민감성,0
eENsaDlpVDFxSDlERHpQZnYwbzNoQT09,-,-,,,0
UW52NFAzREkxdmN2TGRzZDEwZGxCQT09,민감성,가을웜톤,민감성,블랙헤드,0
TkozT2dTbWpJendVYjNlS0tBSU9Ydz09,복합성,웜톤,모공,민감성,0
cVNPSTQ0dzRWVTF1Z2x2Y0lLTjZsUT09,-,-,,,0
LzhYWlVWd04ydEtCQnRySlVUd2hDQT09,지성,여름쿨톤,다크서클,모공,0
VW9PcGpqQ1lrQ0tkcnZzU0hnaE45UT09,복합성,쿨톤,모공,민감성,1553
RG5ROWNSNDVLQk52V3ZjTy9mS1ZqUT09,-,-,,,0
UXVjd3NsWWpGUERJZTZJM2t1UEtoQT09,건성,가을웜톤,블랙헤드,주름,0
TW45SUlodDl6eHhxZXpUM0RzM2F0UT09,복합성,봄웜톤,모공,미백,0
L0NYQ1Njc1dwb0dNUGh3eDlTYkt6QT09,건성,가을웜톤,모공,미백,230
Y3F6L2twUXc4RnpiRjJiRk1vc3JvZz09,민감성,여름쿨톤,미백,민감성,0
b2pBTk5vcDB3enZqZW1Cb3pJNXA5QT09,복합성,웜톤,모공,민감성,0
aEczSW5maFBHQ1h3UU5jV29McldDdz09,지성,웜톤,모공,블랙헤드,0
eklTNVVLUkZnY3dKeFNhN1pINlphUT09,건성,여름쿨톤,,,0
ZXJld2Z0YU5wQUh6MklON2tWMEZldz09,-,-,,,0
b0ZEVU1DOHlqMURHWjhTd0llOVh0dz09,-,-,,,0
OVkrbmdxdElNNldidmZBS0NLd01Ldz09,-,-,,,0
TWhCeHBVczZXREgwTVRpZzQyc3ZsZz09,-,-,,,0
cXo3dFR6TVpub2lXUmh6Z25BRTNsZz09,-,-,,,0
TUN6Q2dwRDAxdGpnd0FHdnZ5cjJYUT09,-,-,,,0
cGUzNGU3RExQU3BoamgrNEV0U05oZz09,-,-,,,0
VDZuUmlteFlVNkRmUHpWOEFobHo1QT09,-,-,,,0
cUxuSnBwckh4RTlaVS9VMytnWUYrdz09,-,-,,,0
TjluUmJ4ZCtaeFRLdmdVeHh6dlNiQT09,복합성,웜톤,피지과다,,0
RExLTXRDeDliSGNzUXBTVlpEa2hqZz09,건성,여름쿨톤,다크서클,잡티,255
L0Q4Z2tYY3AzSlkxZGl3dEY0bDV6QT09,건성,여름쿨톤,블랙헤드,트러블,825
QkFqaUJ1UDZoWXVBbzY2dnhCL1NLUT09,트러블성,봄웜톤,모공,블랙헤드,0
eG5taU1VWlUxUGZmR0Jpa2ZJRm4yUT09,건성,여름쿨톤,다크서클,탄력,0
NkVxTFVJTlY3UytUS1V2YnRSdDExZz09,건성,웜톤,블랙헤드,잡티,1354
MEpXbld5WldiRjJjVkJGREdQdFg2Zz09,중성,쿨톤,블랙헤드,,0
UTNKamc3T1YzVUh6dU9VRGhCcis2dz09,복합성,웜톤,잡티,트러블,0
Z2hYQS9YakpRbThYazk5QVAzVitCUT09,복합성,봄웜톤,모공,잡티,174
VlQ0aUROSHJhZXlUbHB4NFVMS0l2UT09,복합성,쿨톤,각질,다크서클,0
anJNRGJscjlmRENVbThLVUZyVkdFQT09,건성,가을웜톤,각질,주름,0
REYvUTAycFhJRUNyUVJDSHZEbHlaUT09,건성,-,모공,,1426
MS92ZktDQllrYzFDcWdmeVFJVXFUQT09,복합성,쿨톤,각질,모공,0
Vkk1RTkwT2wyd09oWGkyTHdSRExTdz09,지성,웜톤,민감성,,1371
b1hMWmlMNGtyUlpUNGVvRTVZWGdXdz09,건성,겨울쿨톤,다크서클,모공,0
RXRnTUxkOExrZ01CTjBDa1luaVBtQT09,-,-,,,0
eW5uQ1d6enVtRm1WT1VSdG8vWUNGUT09,지성,여름쿨톤,모공,민감성,0
Wk9vV3g4b1ZtTHlCTjQ5YkFRZ1N2Zz09,복합성,쿨톤,모공,블랙헤드,0
T0EwbzZNVlBocGRqaTVlWTdNVjZ4UT09,복합성,-,,,0
MGlYbkJJMXhmRVJueDZ3YzZKS3hpZz09,건성,가을웜톤,민감성,홍조,1667
N2JxampXZHJnekc4MlF0WHBJRmNLdz09,-,-,,,0
UHJKWWdmSm11OHZOamNiOWhLQWJWQT09,-,-,,,0
Qk1FR3A4TVU0WlBUZnhLcmNHSERhdz09,-,-,,,0
RXZHM0I2MFJjdGdkcTA1TW1pYkFFdz09,-,-,,,0
M2RHMnZ3aHkxR0pISTgvbDBEdWY1QT09,-,-,,,0
U2h5MW03dTRVZmg3VnNqSzNFNktTdz09,복합성,쿨톤,민감성,잡티,0
cEtTeWVSbEVsdkdOV3Q5d0ZmZnF2UT09,건성,쿨톤,블랙헤드,,1972
OFUrMUw2OVYxeFdKL2dYaWtiSnVhUT09,-,-,,,0
UlVDSk1DYlFUUFN4bTBtZ200bUkwdz09,복합성,가을웜톤,각질,블랙헤드,0
WUppZWxNbEdrVXpvMXg2aTM0dndFZz09,건성,겨울쿨톤,각질,모공,0
SEtTME1DY1llTmwrbysyMW5zUk1uZz09,복합성,겨울쿨톤,다크서클,민감성,0
ZWhzblJ4dnBSdCtxaUVXWGh6OXUydz09,건성,봄웜톤,각질,탄력,803
NVp0Y2xWcys4dVNLcTI2OHM1U1JIUT09,건성,봄웜톤,민감성,홍조,171
MGFBNkduZkZNb0MzNzQ4bjh6RTBxdz09,복합성,웜톤,모공,트러블,2
ZFIxUk1POEZ5OUw1MGJmZm9uci83UT09,지성,쿨톤,모공,탄력,0
a29WRFBtOGZFVE1md25yRFJLNmMwQT09,트러블성,봄웜톤,모공,미백,0
YU9Tc0hXMkRqbUdCaVJUdEg0TVpmdz09,건성,쿨톤,민감성,아토피,1875
cmN2OE44MFd0QzZCYzJOcVplNVFkZz09,건성,쿨톤,다크서클,잡티,379
SzBYZHRjclFIN0dPQVl6NmdCdkV5dz09,지성,여름쿨톤,트러블,피지과다,1672
aERhQWZjS1FpT2dTUDVKTUNkYXgzUT09,-,-,,,0
RUVCa0pEMTZuQzFtY0hMUmdzaGxLUT09,복합성,-,,,0
SUxsUWlHM2Y2NXNlcmI0bWN6NkdrUT09,-,-,,,1950
eUVBdjhWRjFqcUhYZDlPemQ3ajRsQT09,복합성,쿨톤,각질,모공,0
NTk2L212QTBZY1V0ZThLeThHM3J4Zz09,건성,-,주름,,0
YzdXN3FNWmVpcC9XOHNPWkVtUGJRZz09,트러블성,가을웜톤,모공,블랙헤드,0
ditKdUtZSmtOZElrZHlaRWhYK0V6UT09,복합성,쿨톤,각질,잡티,0
K0NxbnBtREZ5bmswKzUwcWZ6WW1qQT09,약건성,겨울쿨톤,미백,잡티,0
eXZ2OGNFTXdmMzNVOEt2WDluWjFldz09,복합성,쿨톤,트러블,,1213
NVJoTEE0NmlPMy9Oa1RzWmliT0ExZz09,복합성,웜톤,모공,미백,0
NWd1WGp1R1RVc3FoaWhSMDR6VlJBdz09,복합성,웜톤,모공,미백,280
cnNmbTYyRlNxVTJsMjJFaDdwTHoxdz09,복합성,여름쿨톤,미백,블랙헤드,0
dWNSOHMweVhVZWJIUDlYdm03M0VvUT09,지성,봄웜톤,모공,미백,1371
WlNZUjduUzFTVkVEcW40cmpJTjh5UT09,복합성,봄웜톤,블랙헤드,탄력,194
blpKaDlsQmc4ZWxUTmZ0LzZGMGwrdz09,트러블성,봄웜톤,트러블,홍조,0
M1Z5K1FSNHJ3b2ErR0pDRlM2dGdYZz09,복합성,가을웜톤,다크서클,잡티,0
My93NkNkblVZSzd3cEVsNlJFdFQzQT09,복합성,봄웜톤,모공,탄력,766
bmdYbmpwNzNBWXRkY3lQcnpRQjdYQT09,복합성,웜톤,모공,블랙헤드,0
N2dJUlFTWVhDQ2krZFZPa3JiSGZqZz09,복합성,겨울쿨톤,모공,민감성,0
dkMxZVJJcGJlVjlHN08zbExRVVJiZz09,복합성,쿨톤,민감성,,532
bEdsSkJhQnR4azFleHZDMEtaWVlJQT09,약건성,웜톤,모공,주름,215
VEFkc3hRa1NFeC9GSXlqRzQ5ZjVjUT09,복합성,겨울쿨톤,각질,모공,0
NmlpRWRlUURVbFBnWmlzcUdObUFxZz09,건성,웜톤,미백,잡티,74
VjUva0VEUnIvRGtQQjBTTk9FWmJHUT09,복합성,쿨톤,민감성,트러블,0
TUJFcXF6T0w2Sk5reU1KUE4rZk5DZz09,복합성,가을웜톤,모공,미백,0
TzVqczl6ZFZVbnhmekI2eXRwYVV4QT09,민감성,여름쿨톤,탄력,트러블,793
eWRvSm13SjRXZ0wxcFdiMnIvS1dRQT09,복합성,겨울쿨톤,각질,모공,14
TFBuTFFLbEdLcWhVazdpbStxdnEwdz09,복합성,웜톤,미백,아토피,297
VGtSbEExWVJQODZxOUpTT1VLQ0hYdz09,복합성,봄웜톤,주름,탄력,0
SDNEa25FaGd5Rm5sbFJXbkNKUTJCUT09,복합성,웜톤,각질,모공,0
Q0ljSzN3NU5uM1loV0gvYnVNMHRIZz09,복합성,봄웜톤,모공,블랙헤드,0
bXpKZXFxVXUzbStsRGZram85NTJSdz09,복합성,웜톤,모공,잡티,1363
ZnFRaXNoamxla2pOTDNTUnp5RzN2QT09,복합성,웜톤,블랙헤드,잡티,0
Q1BpQ2ZIS0xYTUlSSy85NDJTZlJEZz09,복합성,웜톤,모공,트러블,0
SWJrczM3SjM1ZjFrTVNzOENsQWY1Zz09,민감성,여름쿨톤,각질,모공,920
Sk5QNmQvTTBlN0xjVjBabjUzVGdnZz09,-,-,,,0
Ti9qMkthUmJUc2ZyWW11MS9WQzFLZz09,트러블성,봄웜톤,모공,미백,1612
Smh6T0RWOGcySnZOLzJZY0ZyOEdqZz09,민감성,여름쿨톤,민감성,,0
R2ZBb1ZvaTYvbUc4V0NEWWt5V0RrQT09,민감성,여름쿨톤,각질,모공,0
MFd6MkNKdENYVGVMQTRpemlLYURWZz09,지성,-,,,0
OG9VdWh0K1k0czM3SVJrVW1LcFV1dz09,건성,가을웜톤,잡티,주름,0
eUJ3d1lGMFN2U0F0aWs5NGxPdVl4QT09,건성,쿨톤,각질,모공,0
Y3BYL0pKR2JqNzJJM2d5dEFpRDhkQT09,-,-,,,0
alM5MjJldytNRFNFdzNFZEpaVndnZz09,-,-,,,0
V2FWdUJvbUx5V1pKRWRJd1hFYzFrdz09,-,-,,,0
ZlNCaVpyM3V2WUtTZ3k2dmZnNjZnQT09,-,-,,,0
Mk9NMU5BOFNmNi9kK05iN2w1dlRBdz09,-,-,,,0
NWhlZTkxWWN0dkZZUS9rUk8wcEFWZz09,복합성,웜톤,각질,블랙헤드,2400
QzN6b2hxeHdkRXp3ZlVkQkhaTjNHdz09,-,-,,,0
UDZLdUcvN1JvV3cxdGIxS083em5UUT09,-,-,,,0
OGlqOEorZy9MR243Z3NVaVVkQlJVdz09,복합성,가을웜톤,미백,블랙헤드,0
NkdvWVEvMTNKMHpOWWRQcGhjcUhVdz09,트러블성,쿨톤,민감성,트러블,0
bzZ0QTZVdU9XU0VQeklIWWpvcElLZz09,복합성,-,모공,,0
WWFNQzhFbVNqZDJ6cmJDNnYvMTVVQT09,복합성,웜톤,각질,잡티,574
NlpQYWtPV242YmxHS2praXNQNFVodz09,건성,가을웜톤,다크서클,모공,1703
OGJIbGphN1MvWFpROU55RTk1eHpCQT09,지성,여름쿨톤,민감성,트러블,0
WlhRZzdxNEdYdWRSV05qMkNVODlvZz09,지성,쿨톤,미백,잡티,646
dzRkcUw5anU1UndtOWpSaURhSnVLdz09,-,-,,,0
OE1ydmhTVm1sTDBsMEljRGd6U0Z6dz09,지성,웜톤,미백,블랙헤드,0
ODlvM09yWEtrOGtmTUhlNWpRRjF2QT09,복합성,쿨톤,모공,민감성,138
WUJGbGJwMkIzU2pBeklQTXRYNXdUQT09,복합성,웜톤,블랙헤드,,502
NlNHejFraFQ0bml3Yy9nYmkzMm9xUT09,복합성,웜톤,모공,잡티,738
R0N3UElqSXJYb0ZFamE1Qk9IRi9Wdz09,건성,웜톤,잡티,탄력,448
aVZGWEI3L1pqdC9iMytjaEVRdlo0UT09,-,-,,,187
VVp4ejg0N01GT25sdkNQOG43eDZuQT09,복합성,겨울쿨톤,각질,미백,442
cDVsQjNqWWEwR1daQWJxKzRqQm5Sdz09,-,-,,,0
MThubnArVDVESllsTlcrc2FPWUFodz09,-,-,,,0
K3gxVThpakRzanZZZlZIMkl2eDBKZz09,-,-,,,0
NUZnSWlRZVRHcEpHcDFueVFWRTlEZz09,-,-,,,0
bkZsNHNKdDFBM0NPM25KZVJUQlA3dz09,-,-,,,0
akVmSHV5Y0J6bFJRVnRsQ3o5TnQrdz09,-,-,,,0
bnFNYzZydkx4WUhMaHhVZnhUYmxLdz09,-,-,,,0
dFNZV3BiTUdwdS9JckhQbnZ2TVBuQT09,-,-,,,0
aXhvZ2lwekFTczl2bHVmSEhhbXY4dz09,-,-,,,0
bG5SQlFOYnBiWjh0SFliMWVrTWhlQT09,-,-,,,0
T09xMTF3UGJ3WmNQT2cvTnQzRWtiZz09,지성,웜톤,미백,민감성,444
aVZsSWxsZ1FiOFVicE9Ec0g0NWlXdz09,복합성,웜톤,각질,모공,0
VXZpNHBCelg5YktUTC9ZWlhucFdZQT09,복합성,웜톤,각질,민감성,0
SzBydzd2bXA4aStHc2ZRby9NYXl4QT09,건성,쿨톤,모공,미백,0
SXJZZ0t3OWlwOVNsMkIwK1VQZTZYUT09,지성,여름쿨톤,모공,미백,0
K01rTk5mU3I1WWN5SmcrSHMveVFVdz09,건성,웜톤,잡티,,0
YnRmYkIrMjVmaE5jM1ZmWXhjMXVhdz09,건성,여름쿨톤,모공,블랙헤드,861
SUYvZVZUaWsxeU1jSVJXbWJEcUc2dz09,중성,겨울쿨톤,잡티,,0
cGlsUS9may8zQVpYSHN0anNrQWNLUT09,약건성,여름쿨톤,모공,민감성,1512
b1VQLzJvRjY2SUZQWUZ3Tk1XTnM1dz09,복합성,봄웜톤,각질,모공,0
TmpNd2tEaDFpNWJ0cW9aTmh0elFJdz09,건성,웜톤,모공,트러블,0
UW1oem5IOWFJYTFtSHlLWDl3LzFrQT09,건성,봄웜톤,모공,주름,707
d1lQbXdXZEdORDJhNEhLZXlZcFNKZz09,-,-,,,0
blFab2VOSjBqcUowNS8xNTBsajlmUT09,-,-,,,0
MGd1cFp2Q3NscElOcW9XWStKVXNMZz09,-,-,,,0
eUFjbkdGUlJhbkVkSmtlRDlKQXA5Zz09,건성,쿨톤,각질,모공,0
QTdHd1dpK3QreVF5N3YzY1I5Nnc1Zz09,건성,웜톤,각질,민감성,0
dTdodjZabUtneTl4Q1pTYnJ5TEthUT09,건성,여름쿨톤,다크서클,민감성,0
dUtHdFdCRmlta3JQOE1oenh4UkpvQT09,민감성,겨울쿨톤,민감성,트러블,0
dnVFNUU4ZWNSc3pneFpQY2ZVMXNxUT09,건성,쿨톤,모공,민감성,0
ZVhpTDR0U21ZdWVXQytzdFBDdXRMQT09,지성,여름쿨톤,각질,모공,0
T28yUEM0MlllOFk1eGs5SWNXSDZYZz09,-,-,,,0
NnFJU2pYdkhmUUZHalA4eTE3dXpTQT09,민감성,봄웜톤,모공,민감성,0
ZkZ2bytoOGlkY0dyUitvcmlkM0pYdz09,건성,여름쿨톤,민감성,잡티,0
THVWWnhxbzJ3blBFMEQxbitvaDNsUT09,건성,가을웜톤,다크서클,모공,0
OWRNSnZ4UXlEaDFPT3RjWjJNSzhxQT09,복합성,여름쿨톤,잡티,탄력,0
VU5ZT3BlVjBLR3BwZ0JyMXA2ZmZXQT09,복합성,쿨톤,모공,블랙헤드,0
VDN2V2k0TC83cW9HNGZrVDRidERTdz09,지성,웜톤,모공,민감성,0
WkQ2clRueHhFZytUS2FrOHZUZ1RCdz09,건성,웜톤,,,0
aldWbDVLRkx1R0Q5MTlneUo3ZndnUT09,-,-,,,0
UnI1cE02ejArc0VySlZEOGs3K1hIZz09,-,-,,,0
bFNVcmsyYmJGak4wbE5uYXg5cmZmZz09,지성,쿨톤,블랙헤드,피지과다,0
cWNHZkJlYjU2QlpOME9Rc1BYWU1Gdz09,-,-,,,0
NFQvT1AzNzFVNW9hM0NhTTVMU2hVdz09,-,-,,,0
WVc2Y1M4d0trbkpmZys1RUJXZnVFQT09,-,-,,,0
VS9TVmJ3V0FUcEJsQjdJWi9kVE9WQT09,건성,가을웜톤,각질,모공,0
cVkxTUZ3VU5LSmhmcElyOHVHU2Iydz09,-,-,,,0
RmxSY0Z6VldSMHBWREFJWEJVMVFBUT09,-,-,,,0
WDJ1eWowVFF0RkFwZHdaK0l0ek9qQT09,복합성,웜톤,,,0
OUJJUDJpL0QzVzdYRHlrZEFpMjB2UT09,건성,웜톤,각질,미백,0
ZkpzN3pobXBSTGpKQks0MVE0aTQ1UT09,-,-,,,0
NW5PckdRTzFkMVhkOXJnOEN3MjJzUT09,-,-,,,0
cHZPTC8xV1VjTU5mQStFcWNSZjJxZz09,지성,쿨톤,모공,미백,0
bGczZC8ycTBvOGRvcG8yZHJtM2hDQT09,민감성,여름쿨톤,민감성,잡티,0
N0lhdDRhOE11OStDZkVNb2k2dE9FUT09,민감성,웜톤,다크서클,모공,1494
dTdiTGh6NUd1S1c5ZUdOMER4NmRCQT09,-,-,,,0
SEZYcmF6L1EybTBvZS9kaDlBUXVHQT09,복합성,웜톤,미백,블랙헤드,0
TXZRVlY1S0hGaWp4enhtOTc0RGt1Zz09,복합성,쿨톤,다크서클,모공,0
ekwyb0FZN3hNUXI0b0RLWE1hRlVKUT09,트러블성,여름쿨톤,다크서클,모공,0
Rm90VGxnOTZqVGhISnBORldmdHFVQT09,민감성,웜톤,다크서클,모공,1298
T243Ri9lTGRpdnZUMGNjYVMzZ2M0dz09,복합성,웜톤,모공,블랙헤드,133
OVdJLzJQdGxPUDV5RGdoUDVQb1poQT09,복합성,웜톤,모공,블랙헤드,0
c3NJbmFSaHJFbmZGbGZ5bHNOYjd0UT09,-,-,,,0
YlZmWUNHTDNDdlF5UzJUNFBuOFBmUT09,-,-,,,0
RURJMWhQSFZJUWJDd04yS0tlVDQwZz09,-,-,,,0
ckpUQk1WZ3VGU0JSejJyOVNuRGo2dz09,-,-,,,0
UWM0WkVvL2pxRk1yYzA4M2xnVG44dz09,건성,웜톤,블랙헤드,트러블,688
YzFQbm9xZi8wQUxERVdxY0oyWnNYdz09,복합성,여름쿨톤,모공,블랙헤드,1440
Y0ZRaVRodnVVYWJ3NDNlSW1lYlpYUT09,복합성,겨울쿨톤,다크서클,모공,1457
TGt1aW1YeVpjYTlJMjU2UFJaNHVDdz09,건성,여름쿨톤,모공,민감성,0
VVg2M0pQUkwwOW12MGwvM2F3L0NnUT09,건성,쿨톤,탄력,,1388
NzRhL1QyRWZEemc5R3dadzNZNmdiUT09,건성,여름쿨톤,각질,블랙헤드,0
TWVUTHlvOVBCcWhaUEVDc0dISEdCQT09,복합성,-,미백,,0
SHdxK0ZOSkl3MnBoMkpUVmJzUXNYdz09,복합성,쿨톤,잡티,,0
OTBwOE5hTzRqT1dpVUttaE5EeVA0Zz09,민감성,봄웜톤,민감성,트러블,1448
ZTJUZnNsV2dUNDZTMnh3WTFDYmN1dz09,복합성,쿨톤,모공,미백,1407
eWZyQkQrSUIrMHdoS3BZWXU2MmFZQT09,건성,쿨톤,모공,블랙헤드,0
YkZ6Zmg0V3doZHVxa1B0SzYvSTk1dz09,-,-,,,0
b2FFSXFXOG4rc0J2NXRFM1lpbi92UT09,복합성,-,탄력,,0
OS9Wc2d5M0VLYUtIclYzZE9lSzFpQT09,복합성,웜톤,모공,주름,0
QkxJRWd4azY0V2lFWTBSWmdyUHR6QT09,복합성,쿨톤,민감성,잡티,0
TmxuSFJvdHhydHpuUUd6aTB6VFBUQT09,복합성,웜톤,각질,모공,0
MjJCN25YU0ltQkQwU1RaUEZtOGwvUT09,건성,쿨톤,모공,트러블,0
eWE4MDlWK0p3WVlkSjd2SG9yTjRxdz09,복합성,여름쿨톤,모공,트러블,0
bm1QY3p2RHdkMUJTbHF2Smk4bXJYZz09,-,-,,,0
Z1NYZlpqaTJ3azdCVytIRGI5Qlk3QT09,건성,쿨톤,민감성,블랙헤드,0
bzJxUDBHQURjcTdlZ09HRFZzWHRRUT09,민감성,-,트러블,,0
ZW1RbjdHcU04cHc3UksrWU1wSnhCUT09,민감성,웜톤,미백,민감성,0
STcvRS9BaGk2S0lGT0kwNkxCT1hyZz09,민감성,봄웜톤,다크서클,민감성,0
cmw3Y2JseUhkbTdiUmZSMXlGa0Y0Zz09,복합성,쿨톤,트러블,피지과다,2243
OTY5WVhjWGlZbEtOeGJKUHRHVWQxZz09,복합성,-,모공,,1825
NXc5bUZIQlRsWnZmQ2hBRFBEeUp3UT09,건성,쿨톤,잡티,주름,142
