goodsno,url,상품명,카테고리,브랜드,가격,용량,주요사양,성분,전체 평점,5점,4점,3점,2점,1점,1_1피부,1_2피부,1_3피부,2_1피부,2_2피부,2_3피부,3_1피부,3_2피부,3_3피부,증정 여부
A000000172335,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172335&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,랩시리즈 그루밍 레이저 번 밤 100ml,로션/에멀젼,랩시리즈,"46,750",100ml,모든 피부 타입용,"정제수 , 세테아레스-12 , 코코-카프릴레이트/카프레이트 , 글리세릴스테아레이트에스이 , 디에칠헥실석시네이트 , 사이클로펜타실록산 , 부틸렌글라이콜 , 로부스타커피추출물 , 화피추출물 , 효모용해추출물 , 귀리커넬추출물 , 씨휩추출물 , 비사볼올 , 알로에베라잎즙 , 카페인 , 소듐디엔에이 , 카프릴릴글라이콜 , 소듐하이알루로네이트 , 콜레스테롤 , 리놀레익애씨드 , 피토스핑고신 , 피이지-10소이스테롤 , 글라이신 , 야자씨드버터 , 하이드로제네이티드레시틴 , 카프릴릭/카프릭트리글리세라이드 , 소르비탄세스퀴올리에이트 , 1,2-헥산디올 , 프로필렌글라이콜디카프레이트 , 캐모마일 , 에칠헥실스테아레이트 , 에칠헥실팔미테이트 , 캐모마일 , 소듐베타-시토스테릴설페이트 , 스테아릴알코올 , 폴리쿼터늄-10 , 세테아레스-20 , 포타슘스테아레이트 , 스테아릭애씨드 , 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 , 카보머 , 테트라소듐이디티에이 , 헥실렌글라이콜 , 포타슘소르베이트 , 페녹시에탄올 [ILN37623] *제공된 성분은 동일 제품이라도 경우에 따라 변경될 수 있습니다. 최신정보는 제품 포장의 성분을 참고하시거나 본사 고객관리지원팀으로 연락 부탁 드립니다.",,,,,,,,,,,,,,,,0.0
A000000128323,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000128323&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,닥터자르트 컨트롤에이 티트리먼트 토너 200ml (티트리 약산성 토너),스킨/토너,닥터자르트,"30,000",200ml,모든피부타입,"정제수, 나이아신아마이드, 프로판다이올, 펜틸렌글라이콜, 쇠비름추출물, 티트리잎추출물, 병풀추출물, 무화과추출물, 녹차추출물, 버지니아풍년화추출물, 알로에베라잎추출물, 불등가사리추출물, 캐모마일꽃추출물, 실론시나몬나무껍질추출물, 프랑스해안송껍질추출물, 티트리잎오일, 하이드로제네이티드레시틴, 잇꽃씨오일, 옥틸도데세스-16, 소듐시트레이트, 스페인감초뿌리줄기/뿌리, 시트릭애씨드, 다이소듐이디티에이, 카프릴로일글라이신, 헥실렌글라이콜, 알란토인, 사코신, 세라마이드엔피, 살리실릭애씨드, 캠퍼, 실리카, 돌콩스테롤, 리놀레익애씨드, 카프릴릭/카프릭트라이글리세라이드, 포스포리피드, 4-터피네올, 메틸메타크릴레이트크로스폴리머, 에틸헥실글리세린, 1,2-헥산다이올",4.7,79,17,3,0,1,7,58,36,8,90,2,50,38,12,0.0
A000000172892,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000172892&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[첫구매딜]플리프 시카-알로에 밸런싱 올인원 [모든 피부용] 200ml,올인원,플리프,990,200ml,모든 피부타입,"알로에베라잎추출물(70%), 글리세린, 다이프로필렌글라이콜, 하이드로제네이티드폴리아이소부텐, 병풀추출물(3%), 나이아신아마이드, 부틸렌글라이콜, 세틸에틸헥사노에이트, 폴리글리세릴-2스테아레이트, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 카프릴릭/카프릭트라이글리세라이드, 글리세릴스테아레이트, 스테아릴알코올, 폴리부텐, 스쿠알란, 비피다발효여과물, 하이드로제네이티드레시틴, 폴리글리세릴-10올리에이트, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 마카다미아씨오일, 세라마이드엔피, 세테아릴알코올, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 망고추출물, 얼룩파인애플추출물, 락토바실러스발효물, 블래더랙추출물, 꿀풀추출물, 판테놀, 베타인, 세테아릴 올리베이트, 솔비탄올리베이트, 암모늄폴리아크릴로일다이메틸타우레이트, 스테아릭애씨드, 실리카, 카보머, 아데노신, 트로메타민, 다이소듐이디티에이, 1,2-헥산다이올, 하이드록시아세토페논, 에틸헥실글리세린",4.8,82,14,3,0,0,24,65,11,47,46,7,59,41,1,0.0
A000000173043,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173043&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[한정기획] 피지오겔 DMT 기프트세트(크림150ml+로션200ml+크림30ml+로션50ml),스킨케어 세트,피지오겔,"62,000",로션(200ml+50ml)+크림(150ml+30ml),건성 피부용,"정제수, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 펜틸렌글라이콜, 코코넛야자오일, 하이드로제네이티드레시틴, 시어버터, 하이드록시에틸셀룰로오스, 스쿠알란, 카보머, 잔탄검, 소듐카보머, 세라마이드엔피",5.0,95,5,0,0,0,,,,,,,,,,1.0
A000000176843,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000176843&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,보닌 더 캐릭터 블랙 시그니처 2종 기획,스킨케어 세트,보닌,"25,500","[정품] 토너 140ml, 에멀전 140ml [증정] 토너 5ml, 에멀전 5ml",모든피부용,"[토너 전성분] 정제수, 변성알코올, 글리세린, 부틸렌글라이콜, 나이아신아마이드, 프로판디올, 글리세레스-26, 판테놀, 1,2-헥산디올, 피이지-40하이드로제네이티드캐스터오일, 옥틸도데세스-16, 영지추출물, 황금추출물, 바오밥나무씨추출물, 아데노신, 소듐시트레이트, 시트릭애씨드, 트리소듐이디티에이, 여름송로추출물, 향료,벤질살리실레이트, 하이드록시시트로넬알, 리모넨, 리날룰

[에멀전 전성분] 정제수, 글리세린, 1,2-헥산디올, 나이아신아마이드, 헥실데실에칠헥사노에이트, 스쿠알란, 디메치콘, 네오펜틸글라이콜디카프레이트, 판테놀, 황금추출물,바오밥나무씨추출물, 여름송로추출물, 영지추출물, 피이지-40스테아레이트, 트레할로스, C14-22알코올, 소르비탄스테아레이트, 세테아릴알코올, 피이지-100스테아레이트, 글리세릴스테아레이트, 트로메타민, 카보머, C12-20알킬글루코사이드, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 아데노신, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 트리소듐이디티에이, 베타-글루칸, 피이지-150/데실알코올/에스엠디아이코폴리머, 부틸렌글라이콜, 프로필렌글라이콜, 향료, 벤질살리실레이트, 하이드록시시트로넬알, 리모넨",3.0,0,0,100,0,0,,,,,,,,,,1.0
A000000128322,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000128322&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[증량] 닥터자르트 컨트롤에이 티트리먼트 모이스처라이저 100ml (티트리 약산성 보습크림),로션/에멀젼,닥터자르트,"47,000",100ml,모든 피부타입,"티트리잎추출물, 글리세린, 나이아신아마이드, 메틸프로판다이올, 에틸헥실스테아레이트, 트레할로오스, 세테아릴글루코사이드, 솔비탄올리베이트, 메틸트라이메티콘, 병풀추출물, 무화과추출물, 다시마추출물, 한련초잎추출물, 녹차추출물, 버지니아풍년화추출물, 알로에베라잎추출물, 불등가사리추출물, 캐모마일꽃추출물, 당느릅나무뿌리추출물, 줄맨드라미씨추출물, 실론시나몬나무껍질추출물, 프랑스해안송껍질추출물, 잇꽃씨오일, 티트리잎오일, 하이드로제네이티드레시틴, 정제수, 세테아릴알코올, 소듐폴리아크릴로일다이메틸타우레이트, 솔비탄스테아레이트, 부틸렌글라이콜, 스페인감초뿌리줄기/뿌리, 알란토인, 잔탄검, 돌콩스테롤, 리놀레익애씨드, 카프릴릭/카프릭트라이글리세라이드, 포스포리피드, 다이소듐이디티에이, 프룩토올리고사카라이드, 살리실릭애씨드, 베타-글루칸, 하이드롤라이즈드하이알루로닉애씨드, 세라마이드엔피, 카프릴로일글라이신, 헥실렌글라이콜, 캠퍼, 실리카, 사코신, 4-터피네올, 메틸메타크릴레이트크로스폴리머, 1,2-헥산다이올, 에틸헥실글리세린, 리모넨",4.7,80,13,6,1,0,13,48,39,16,84,1,67,29,4,0.0
A000000128107,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000128107&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,닥터자르트 컨트롤에이 티트리먼트 토너 120ml (티트리 약산성 토너),스킨/토너,닥터자르트,"21,000",120mL,모든피부타입,"정제수, 나이아신아마이드, 프로판다이올, 펜틸렌글라이콜, 쇠비름추출물, 티트리잎추출물, 병풀추출물, 무화과추출물, 녹차추출물, 버지니아풍년화추출물, 알로에베라잎추출물, 불등가사리추출물, 캐모마일꽃추출물, 실론시나몬나무껍질추출물, 프랑스해안송껍질추출물, 티트리잎오일, 하이드로제네이티드레시틴, 잇꽃씨오일, 옥틸도데세스-16, 소듐시트레이트, 스페인감초뿌리줄기/뿌리, 시트릭애씨드, 다이소듐이디티에이, 카프릴로일글라이신, 헥실렌글라이콜, 알란토인, 사코신, 세라마이드엔피, 살리실릭애씨드, 캠퍼, 실리카, 돌콩스테롤, 리놀레익애씨드, 카프릴릭/카프릭트라이글리세라이드, 포스포리피드, 4-터피네올, 메틸메타크릴레이트크로스폴리머, 에틸헥실글리세린, 1,2-헥산다이올",4.6,75,16,7,1,2,14,54,32,16,84,1,54,40,7,0.0
A000000125845,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000125845&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,눅스 맨 애프터쉐이브 수딩 밤 50ml,로션/에멀젼,눅스,"29,700",50ml,모든 피부 타입,"정제수,프로필헵틸카프릴레이트,글리세린,퀸즈랜드넛오일,다이카프릴릴카보네이트,하이드롤라이즈드바오밥나무추출물,아이소데실네오펜타노에이트,아라키딜알코올,글라이콜팔미테이트,하이드록시에틸우레아,바오밥나무씨오일,라우릴라우레이트,하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,베헤닐알코올,만니톨,토코페롤,펜틸렌글라이콜,페녹시에탄올,글루코노락톤,리보오스,토코페릴아세테이트,아라키딜글루코사이드,암모늄글리시리제이트,소듐벤조에이트,소듐하이드록사이드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,에탄올,테트라소듐글루타메이트다이아세테이트,폴리솔베이트60,솔비탄아이소스테아레이트,암모늄락테이트,당살초잎추출물,카페인,징크글루코네이트,카보머,칼슘글루코네이트,가시칠엽수씨추출물,로부르참나무껍질추출물,향료,리모넨",5.0,100,0,0,0,0,43,57,0,14,86,0,43,57,0,0.0
A000000128966,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000128966&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,차앤박(CNP) 옴므 랩 올인원 플루이드 110ml (클렌져 50ml 증정),올인원,차앤박옴므,"23,200",올인원 플루이드 110ml +옴므 클렌져 50ml,모든 피부용,"정제수, 프로판다이올, 부틸렌글라이콜, 글리세린, 에리스리톨, 나이아신아마이드, 1,2-헥산다이올, 옥틸도데칸올, 사이클로펜타실록세인, 다이메티콘, 판테놀, 폴리메틸실세스퀴옥세인, 아이소헥사데칸, 카보머, 글리세레스-25피씨에이아이소스테아레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 트로메타민, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 알란토인, 세테아릴메티콘, 스테아레스-2, 스테아레스21, 피이지-40스테아레이트, 잔탄검, 아데노신, 소듐벤조에이트, 실리카, 다이메티콘크로스폴리머, 소듐하이알루로네이트크로스폴리머, 카프릴릴글라이콜, 솔비탄아이소스테아레이트, 폴리솔베이트60, 판토락톤, 하이드롤라이즈드글라이코사미노글리칸, 쇠비름추출물, 바이오사카라이드검-4, 소듐하이알루로네이트, 구아이아줄렌, 하이드롤라이즈드하이알루로닉애씨드, 에틸헥실글리세린, 하이알루로닉애씨드, 트라이소듐이디티에이, 향료, 리모넨, 리날룰
클렌져
정제수, 사이클로펜타실록세인, 다이메티콘, 다이프로필렌글라이콜, 올리브오일피이지-7에스터, 자작나무수액, 피이지-60하이드로제네이티드캐스터오일, 1,2-헥산다이올, 피이지-7글리세릴코코에이트, 파파야열매수, 부틸렌글라이콜, 알지닌, 카보머, 카프릴릴글라이콜, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 알란토인, 하이드록시에틸셀룰로오스, 약모밀추출물, 다이포타슘글리시리제이트, 라벤더꽃/잎/줄기추출물, 로즈마리추출물, 마시멜로잎/뿌리추출물, 마트리카리아꽃추출물, 바질꽃/잎추출물, 회향잎추출물, 석류추출물, 무화과추출물, 더덕뿌리추출물, 쇠비름추출물, 바이오틴, 에틸헥실글리세린, 다이소듐이디티에이, 향료, 리모넨, 리날룰",4.7,75,21,4,0,0,19,71,10,56,39,5,53,47,1,1.0
A000000173472,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000173472&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,THREE 쓰리 밸런싱 에멀전 R 100ml,로션/에멀젼,쓰리,"72,000",100ml,모든 피부용,"정제수,크렌베리 열매수,글리세린,스쿠알란,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,올리브오일,펜틸렌글라이콜,호호바씨오일,하이드로제네이티드포스파티딜콜린,펙틴,폴리글리세릴-2스테아레이트,베르가모트오일,글리세릴스테아레이트,잔탄검,벤질알코올,스테아릴알코올,세테아릴올리베이트,솔비탄올리베이트,수크로오스팔미테이트,카라기난,센티드제라늄꽃오일,유향나무오일,자주개자리추출물,소듐시트레이트,마조람꽃오일,데하이드로아세틱애씨드,흰무늬엉겅퀴씨오일,섬조릿대수,녹차씨오일,프라칵시씨오일,사과수,울금뿌리추출물,프로판다이올,소듐벤조에이트,하이드롤라이즈드알진,시트릭애씨드,이질풀꽃/잎/줄기추출물,녹차꽃추출물,인카르나타시계꽃전초추출물,록샘파이어추출물",2.0,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0.0
A000000130397,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000130397&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,브로앤팁스 네버워리 올인원 120ML,올인원,브로앤팁스,"22,400",120ml,민감성,"정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 메틸프로판다이올, 1,2-헥산다이올, 하이드로제네이티드폴리데센, 나이아신아마이드, 솔비탄스테아레이트, 세틸알코올, 트로메타민, 카보머, 팔미틱애씨드, 베헤닐알코올, 스테아릭애씨드, 세테아릴알코올, 하이드로제네이티드레시틴, 부틸렌글라이콜, 수크로오스코코에이트, 베타인, 알란토인, 글리세릴스테아레이트에스이, 에틸헥실글리세린, 아데노신, 하이드록시프로필스타치포스페이트, 콜레스테롤, 다이소듐이디티에이, 병풀추출물, 무화과추출물, 세라마이드엔피, 미리스틱애씨드, 다이프로필렌글라이콜, 펜틸렌글라이콜, 소듐하이알루로네이트, 버지니아풍년화추출물, 하이드록시프로필트라이모늄하이알루로네이트, 가지열매추출물, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 녹차수, 프로폴리스추출물, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 소듐아세틸레이티드하이알루로네이트",4.9,85,15,0,0,0,40,49,11,62,34,4,77,23,0,0.0
A000000130513,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000130513&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,리우젤 에프터 쉐이브 100ml,스킨/토너,리우젤,"21,000",100ml,에프터쉐이브,"변성알코올,정제수,향료,비스-피이지-18메틸에터다이메틸실레인,벤조페논-4,피이지-7아모다이메티콘,트라이데세스-10,리날룰,피이지-45M,리모넨,벤질살리실레이트,쿠마린,베헨트라이모늄클로라이드,알파-아이소메틸아이오논,부틸페닐메틸프로피오날,하이드록시프로필사이클로덱스트린,다이메티콘,유제놀,메틸아이오논,버지니아풍년화잎추출물,쐐기풀잎추출물,쇠뜨기추출물,로즈마리추출물,시트랄,등색205호",4.8,84,11,5,0,0,16,79,5,16,84,0,42,58,0,0.0
A000000170678,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170678&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,이지에프올로지 인헨싱 리파이닝 토너 100ml,스킨/토너,EGF올로지,"38,400",100ml,모든 피부 타입,"흰목이버섯추출물, 효모발효여과물, 1,2-헥산다이올, 페녹시에탄올, 클로페네신, 콘민트추출물, 바추잎잎추출물, 다마스크장미꽃수",4.1,50,38,0,0,13,25,63,13,50,38,13,75,25,0,0.0
A000000136525,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000136525&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,차앤박(CNP) 옴므 랩 올인원 플루이드 기획,올인원,차앤박옴므,"23,200",올인원 플루이드 110ml +(증)올인원 플루이드 50ml,모든 피부용,"정제수, 프로판다이올, 부틸렌글라이콜, 글리세린, 에리스리톨, 나이아신아마이드, 1,2-헥산다이올, 옥틸도데칸올, 사이클로펜타실록세인, 다이메티콘, 판테놀, 폴리메틸실세스퀴옥세인, 아이소헥사데칸, 카보머, 글리세레스-25피씨에이아이소스테아레이트, 다이메티콘/비닐다이메티콘크로스폴리머, 트로메타민, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 알란토인, 부테스-3, 세테아릴메티콘, 스테아레스-2, 스테아레스-21, 피이지-40스테아레이트, 잔탄검, 아데노신, 소듐벤조트라이아졸릴부틸페놀설포네이트, 소듐벤조에이트, 실리카, 다이메티콘크로스폴리머, 소듐하이알루로네이트크로스폴리머, 카프릴릴글라이콜, 피이지-35캐스터오일, 판토락톤, 하이드롤라이즈드글라이코사미노글리칸, 쇠비름추출물, 구아이아줄렌, 바이오사카라이드검-4, 소듐하이알루로네이트, 트라이부틸시트레이트, 하이드롤라이즈드하이알루로닉애씨드, 에틸헥실글리세린, 하이알루로닉애씨드, 트라이소듐이디티에이, 향료

워터에센스
정제수, 프로판다이올, 다이프로필렌글라이콜, 메틸글루세스-20, 에리스리톨, 나이아신아마이드, 1,2-헥산다이올, 자일리톨, 부틸렌글라이콜, 판테놀, 글리세레스-25피씨에이아이소스테아레이트, 다이에톡시에틸석시네이트, 징크피씨에이, 알란토인, 소듐시트레이트, 인도멀구슬나무잎추출물, 소듐하이알루로네이트크로스폴리머, 인도멀구슬나무꽃추출물, 시트릭애씨드, 하이드롤라이즈드글라이코사미노글리칸, 쇠비름추출물, 아이비고드열매추출물, 판토락톤, 글리세린, 소듐하이알루로네이트, 가지열매추출물, 알로에베라꽃추출물, 홀리바질잎추출물, 하이드롤라이즈드하이알루로닉애씨드, 울금뿌리추출물, 참산호말추출물, 피이지-35캐스터오일, 에틸헥실글리세린, 구아이아줄렌, 하이알루로닉애씨드, 트라이소듐이디티에이, 향료",4.7,76,18,4,0,0,23,64,13,63,33,4,60,40,0,1.0
A000000135591,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000135591&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[증량] 네오젠 프로바이오틱스 유스 리페어 에멀젼,로션/에멀젼,네오젠,"19,900",100ml,모든피부용,"정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 다이프로필렌글라이콜, 세틸에틸헥사노에이트 , 1,2-헥산다이올, 나이아신아마이드, 사이클로펜타실록세인, 사이클로헥사실록세인 , 시어버터, 글리세릴스테아레이트, 트레할로오스, 피이지-100스테아레이트, 다이메티콘 , 세틸알코올, 스테아릴알코올, 팔미틱애씨드, 스테아릭애씨드, 카보머, 트로메타민, 에틸헥실글리세린, 아데노신, 황련추출물, 부틸렌글라이콜, 락토바실러스발효용해물 (71ppm), 아이소펜틸다이올, 미역추출물 , 덱스트린, 카카오추출물, 꿀추출물, 소듐피씨에이, 소듐락테이트, 병풀추출물, 크랜베리추출물, 비치스트로베리추출물, 라즈베리추출물, 로우스위트블루베리추출물, 산수유열매추출물 , 아사이팜열매추출물, 엘더열매추출물, 오미자추출물, 인삼열매추출물, 빌베리열매추출물, 알지닌, 아스파틱애씨드, 바오밥나무씨오일, 피씨에이, 세라마이드엔피, 하이드로제네이티드레시틴, 포스포리피드, 글루코닉애씨드, 글라이신, 알라닌, 베타인, 알란토인, 자일리톨, 판테놀, 하이드롤라이즈드콜라겐, 호두오일, 로얄젤리추출물, 바나나추출물, 검은서양송로추출물, 소듐하이알루로네이트, 프로폴리스추출물, 당근추출물, 사철쑥추출물, 스쿠알란, 락틱애씨드, 세린, 발린, 프로판다이올 , 팔미토일트라이펩타이드-5 , 카프릴릴글라이콜, 콜레스테롤, 아이소류신, 트레오닌, 프롤린, 아시아티코사이드, 마데카식애씨드, 아시아틱애씨드, 토코페릴아세테이트, 흰서양송로추출물, 페닐알라닌, 히스티딘, 진흙버섯추출물, 글루타티온 , 펜틸렌글라이콜, 세라마이드엔에스, 세라마이드에이에스, 하이드록시프로필트라이모늄하이알루로네이트, 올리브오일, 비피다발효용해물 (7ppb), 아세틸헥사펩타이드-8, 세라마이드1, 세라마이드에이피, 베타-글루칸, 스트렙토코쿠스 테르모필루스발효물 (2ppb), 마데카소사이드, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 올리고펩타이드-1, 소듐아세틸레이티드하이알루로네이트, 피토스테롤, 소듐하이알루로네이트크로스폴리머, 다이소듐이디티에이, 향료",4.4,50,43,6,0,1,25,68,7,64,13,23,66,34,1,0.0
A000000170983,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000170983&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,[트레저PICK] 온그리디언츠 리바이탈라이징 생기 토너,스킨/토너,온그리디언츠,"17,500",400 ml / 13.52 fl. oz.,모든 피부용,"나비콩꽃추출물, 다이프로필렌글라이콜, 정제수, 나이아신아마이드, 1,2-헥산다이올, 메틸프로판다이올, 글리세레스-25피씨에이아이소스테아레이트, 에틸헥실글리세린, 아데노신, 소듐시트레이트, 연꽃씨추출물, 형개추출물, 쇠비름추출물, 현삼뿌리추출물, 토코페롤, 시트릭애씨드, 판테놀, 폴리글리세릴-10미리스테이트, 유칼립투스잎오일, 버지니아풍년화수, 세틸에틸헥사노에이트, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실팔미테이트, 로즈마리추출물, 소듐하이알루로네이트, 바질추출물, 페퍼민트추출물, 마트리카리아꽃수, 녹차추출물, 케이프알로에잎추출물, 병풀추출물, 오이열매추출물, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 펜틸렌글라이콜, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트, 다이소듐이디티에이",5.0,96,4,0,0,0,38,54,8,52,38,10,88,12,1,0.0
A000000171034,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000171034&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,이지에프올로지 인헨싱 밸런싱 로션 50ml,로션/에멀젼,EGF올로지,"50,400",50ml,모든 피부 타입,"정제수, 메도우폼씨오일, 마카다미아씨오일, 스쿠알란, 글리세린, 세틸에틸헥사노에이트, 에틸헥실스테아레이트, 시어버터, 하이드로제네이티드레시틴,
에탄올, 1,2-헥산다이올, 레시틴, 세라마이드엔피, 소듐아스코빌포스페이트, 하이드롤라이즈드콜라겐, 하이알루로닉애씨드, 서양배추출물, 서양송악잎/줄기추출물,
사과추출물, 비치스트로베리추출물, 에스에이치-올리고펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-1, 소듐디엔에이",4.8,88,6,6,0,0,13,88,0,100,0,0,94,6,0,0.0
A000000131577,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000131577&dispCatNo=100000100010008&trackingCd=Cat100000100010008_MID&curation&egcode&rccode&egrankcode,케어존 더마밀크 히알루로닉 크림스킨 200ml 기획,스킨/토너,케어존,"17,900","[정품] 200ml, [증정] 하트 미니 마스크팩 40매",모든피부용,"정제수, 변성알코올, 글리세린, 트라이에틸헥사노인, 카프릴릭/카프릭트라이글리세라이드, 다이프로필렌글라이콜, 1,2-헥산다이올, 하이드로제네이티드레시틴, 카보머, 트로메타민, 에틸헥실글리세린, C14-22알코올, 스쿠알란, 폴리솔베이트60, 마카다미아씨오일, 아라키딜글루코사이드, 시어버터, 글리세릴스테아레이트, 스테아릭애씨드, 세라마이드엔피, 콜레스테롤, 다이메티콘, 피이지-100스테아레이트, 소듐하이알루로네이트(0.0011%), 하이드롤라이즈드하이알루로닉애씨드(0.001%), 히솝추출물, 쓴박하추출물, 마스터워트잎추출물, 엘더꽃추출물, 서양톱풀추출물, 레이디스맨틀추출물, 부틸렌글라이콜, 시트릭애씨드, 당아욱추출물, 레몬밤잎추출물, 페퍼민트잎추출물, 포타슘솔베이트, 황산앵초추출물, 소듐벤조에이트, 스피드웰추출물, 쌀추출물(0.00022%), 향료",4.7,73,22,3,1,1,55,41,5,85,15,1,76,22,2,1.0
